Date,Malaria_Cases,Chikungunya_Cases,Dengue_Cases,Avg_Temperature,Rainfall,Humidity,Population_Density,Day_Length,Vaccinations_Given
2018-03-21,34,8,34,24.669615487340053,34.80780725689626,55.347826175977445,861.8665040570418,13.774260868627907,77
2018-03-22,39,6,39,29.155006749663777,19.139938221819392,87.41577958671195,812.3477129123216,10.167521575355103,166
2018-03-23,33,8,33,30.742260113347903,41.09154732926796,80.05693270125211,875.7244201246451,12.012273290528112,89
2018-03-24,18,7,18,24.089360011003006,32.97553843203851,87.65337571147606,1708.858763800162,12.336899155326872,263
2018-03-25,39,0,39,26.203236522880275,39.81207252706842,77.06468934210025,919.5107848196648,13.680787944297096,471
2018-03-26,32,7,32,21.828291400054212,13.597301970922437,64.53615727997708,787.2819830752222,10.19663409448571,207
2018-03-27,34,7,34,22.717240243020203,34.6179461230529,87.5272469009889,1256.3951911895474,12.293998339740863,211
2018-03-28,30,2,30,30.216767809474742,13.203099234685938,61.02267105236714,1798.4675545590978,13.414519714111828,270
2018-03-29,11,0,11,22.721575215434406,46.95342397251458,63.2869008824693,862.0245557562498,10.967710912476946,262
2018-03-30,43,7,43,27.877450755005903,31.81871407666872,78.03233672006961,617.804364189198,13.50516939409575,272
2018-03-31,35,2,35,30.63569392583649,16.225590008767103,80.61265198101545,1034.607103774497,10.076173637097167,341
2018-04-01,9,2,9,21.603153846421158,13.475593114613632,87.17613935396615,1621.4777368474668,12.929818516534919,213
2018-04-02,39,0,39,28.509683294433554,9.546329253582176,58.19209636224838,1326.0358170421919,13.732452884674611,373
2018-04-03,18,4,18,23.848441755520454,34.73204794468639,81.91992140876896,1725.190054361521,12.62879064656025,63
2018-04-04,40,9,40,34.4439031285637,10.935780649896365,79.54184213587854,1939.388221413851,11.756116975921792,11
2018-04-05,31,6,31,27.25318470079887,29.765163296374453,52.551782250143916,1688.9937151274255,10.179524065890872,209
2018-04-06,28,9,28,32.08988824662737,13.231751346267867,65.48892564840828,1405.70461826563,13.680455253290514,311
2018-04-07,44,8,44,28.253398132343925,33.09844723969343,61.310618282403944,1240.0123820785707,11.8811848907663,173
2018-04-08,33,6,33,20.651187992822287,40.74698642702696,62.17961697416122,560.1036295224,10.115986977343791,430
2018-04-09,49,8,49,29.497270633910336,38.90126215723266,89.31787518218803,1976.4829682210618,12.759284285315047,255
2018-04-10,26,7,26,34.271050133099855,38.042566546539085,75.71109653919711,1075.2216838625636,11.927349014305033,462
2018-04-11,12,1,12,29.024177302194968,9.386120284612604,78.70704631173999,728.3423208753002,10.497381269769644,100
2018-04-12,19,0,19,32.287832891401855,4.419247349225936,89.06470549260037,1500.0632830946852,10.85708723724104,15
2018-04-13,9,6,9,33.263096950226114,34.94744142436928,65.08807129830555,926.432433643189,10.257962721823386,196
2018-04-14,8,6,8,23.421196579233985,18.417360689717565,82.07360673811223,1378.6674063965716,12.297174158834295,257
2018-04-15,15,7,15,23.1806725986234,21.617311320167364,67.38123853217982,1380.1518617668867,12.488117917008037,383
2018-04-16,22,4,22,29.164714832764876,1.5574546396695532,84.78134687259919,1168.5947313543038,12.022969193421778,243
2018-04-17,46,2,46,26.16542704710057,12.97882246375246,57.22630165245213,1754.177923317564,13.26840853201046,347
2018-04-18,34,7,34,32.597919543000806,1.6838201937232011,87.90744708257118,897.4505923331645,13.444035285232054,248
2018-04-19,19,5,19,33.50034685097017,43.95928863006238,58.75086833643519,1172.9488874266012,12.462497586732507,104
2018-04-20,10,2,10,25.301320689540773,12.169834160926523,63.04882027923726,1306.5381928864572,10.051025918829723,181
2018-04-21,20,0,20,23.55305838461723,27.866858478650403,80.24768936427122,1495.4370811509493,12.780918622990942,154
2018-04-22,44,2,44,31.70788272865793,1.9489660330565206,65.75020566261627,1675.9577757583843,11.671996867681406,286
2018-04-23,13,4,13,24.122090533222043,33.3423695652829,74.32845507065787,1092.210924317384,12.262229932905548,168
2018-04-24,47,2,47,32.33921477770517,16.151367287704694,67.78294004277714,1469.070416144894,12.596322408075537,419
2018-04-25,38,0,38,26.356073804731444,44.89595934788329,79.69479748359127,725.9164296027786,11.400946457308308,46
2018-04-26,31,4,31,30.013248489372057,44.40590944670179,59.13325009474443,1898.972150813718,13.668394020687177,42
2018-04-27,17,9,17,21.433029707520024,16.264530918087388,52.33831948947508,1074.5882096315054,10.535899466999124,320
2018-04-28,40,6,40,29.357889870148597,45.04804478452339,61.99717589892265,1594.2821329646576,12.68604722912415,305
2018-04-29,31,6,31,26.776515181058436,49.80788367493894,68.97234659473722,530.5116228232665,10.017438319826322,220
2018-04-30,13,8,13,28.79912694763211,41.2707832061974,56.72080208770714,807.7807143572105,13.698604421620724,0
2018-05-01,9,9,9,22.52021311617295,42.24356738776145,64.19189158625555,1230.6238164853671,10.450016532952366,199
2018-05-02,26,9,26,31.053106174162732,12.450436805454496,65.99932073174274,1817.37870159852,10.379536920590299,440
2018-05-03,35,2,35,32.941956163148426,28.835119942887815,52.29567374753094,1290.8827249260157,11.332030532208977,143
2018-05-04,7,6,7,23.251097001361636,3.3627956983683926,73.33228992736818,1894.8057234408186,11.494265144156323,377
2018-05-05,34,0,34,21.435718332802427,4.745896841083486,85.3737371188515,1225.6953448741945,10.857200289291514,27
2018-05-06,25,3,25,20.354578790695047,49.94463060166453,56.0697165181221,1235.6736451039249,12.340486643708498,341
2018-05-07,39,3,39,29.62957250664899,16.331962471295547,73.91232053606056,679.6201827507978,11.771656392167854,337
2018-05-08,10,4,10,29.106410541331712,37.40919560244232,76.58956819643385,1703.9843662283297,10.13670235616435,277
2018-05-09,32,6,32,28.20046119071105,40.33325265134082,66.77338721677154,870.4481187005938,11.278608249021202,40
2018-05-10,36,6,36,23.47920644173963,42.90116355036146,78.0439034945708,1849.4187340584726,13.241731654292682,331
2018-05-11,46,3,46,25.86358993858272,49.881414870107825,66.42926173964048,1866.236330495594,12.758806139447474,146
2018-05-12,41,6,41,28.917145027792596,12.074824262843393,70.1854915190974,1914.9651678112245,12.899483414319523,344
2018-05-13,29,2,29,27.45150288288754,2.0175413429849853,50.29412178217708,1280.3457336546348,12.792467696334095,177
2018-05-14,36,5,36,34.81678280322331,20.5595758997293,77.66880456538755,1515.6406771754664,11.243892085532133,314
2018-05-15,39,1,39,22.046596288350997,6.504033491447347,76.45370715778898,1667.7738200924953,10.398655688307104,324
2018-05-16,26,9,26,30.427168310713906,1.1212944581027562,51.53603509305378,696.5219279756984,11.089868736132384,417
2018-05-17,28,8,28,26.06478152156438,18.021341357074306,64.73000429580532,1401.435792496246,13.327141200740638,166
2018-05-18,43,4,43,26.42299422388422,39.18691255376182,89.16127363166669,551.4468519549675,13.921883191132284,122
2018-05-19,34,5,34,30.763966484872643,28.309034561253544,66.82946250274468,1246.349125083089,11.975388058966246,73
2018-05-20,36,3,36,30.386542269865544,15.638899460517703,70.07781620527368,732.2640224303411,10.038801419692168,238
2018-05-21,35,9,35,34.86883990553282,32.71710027463598,86.39720632638874,774.3843889431271,10.560179248536915,248
2018-05-22,27,6,27,21.92591434181188,11.600909015440536,78.69047503463025,1047.5713500389024,11.288322301265064,262
2018-05-23,44,8,44,21.561644740762496,0.7190723036042512,73.28280524496894,1148.6557500747545,12.314341394371798,251
2018-05-24,37,6,37,30.865082256931117,38.21766932182137,81.9121872536429,1434.7586367982808,10.300374583221256,356
2018-05-25,29,0,29,28.675803755096137,31.187154243200453,84.57465065823894,611.6426276577735,13.773429194839526,110
2018-05-26,40,0,40,24.112409998397087,38.115131225047996,68.27552286949067,1255.5376418561668,11.460334693137604,179
2018-05-27,28,8,28,21.1912905348348,1.9469008343832805,69.00433459727341,773.9376953796517,13.650336871699292,187
2018-05-28,35,8,35,21.28487374394646,41.85598139153261,65.44203742607343,1360.9627625476128,13.122087211028088,307
2018-05-29,43,3,43,33.41286311996177,30.976310001815165,88.66824560073843,1456.1069183917753,13.021749090062325,206
2018-05-30,17,8,17,22.878009870781142,28.169767535632005,77.88665017161401,1335.0638848292808,12.426878319128928,233
2018-05-31,14,2,14,24.850573431732812,31.23070240572658,53.328922648322894,1607.4432657174616,12.507135268207378,23
2018-06-01,80,6,27,23.39984603340482,43.2216623434182,84.51838493252075,1003.413866361352,12.552012940864993,25
2018-06-02,52,5,22,25.32494458747906,29.346825327945353,69.22239763345073,1647.6598874496963,12.514885548102328,380
2018-06-03,79,7,36,21.0413576411914,29.047518994408968,52.7501562568995,1149.1506225622907,12.214912925593445,217
2018-06-04,89,8,37,27.785896863624053,49.53395785328829,71.98869020653244,1226.2767474838952,13.945656073931556,493
2018-06-05,104,4,40,21.014188453883225,37.8365083534284,66.68657115902809,1472.1531908916072,12.929162269702784,345
2018-06-06,70,0,32,32.005347617335424,22.114690272556764,85.109976194505,527.5375759988359,13.107785553570086,377
2018-06-07,45,2,20,23.505681228656496,35.369850001646384,58.15978414437549,1480.9913321303725,13.489851260334696,9
2018-06-08,57,9,20,28.100178719067657,19.461523584589425,83.05858437968732,1427.877723608173,10.862559050903396,16
2018-06-09,65,7,22,33.20118631342187,11.44377312417495,72.3075476474181,964.7706751299199,10.335216636380244,244
2018-06-10,27,5,12,29.76316053570791,29.84259384438797,52.18441212853876,628.6914273492342,11.931577746394394,205
2018-06-11,98,7,46,27.99436679827003,46.409104905697575,88.87381205301938,636.4031748695618,12.056322782477093,257
2018-06-12,55,8,20,24.865006296730634,46.45697600077314,70.50460976412799,1884.835620477843,13.31672711979967,111
2018-06-13,39,3,15,24.995028695872968,17.095263905274514,61.6350741692633,1533.9189818387556,11.775134317129343,204
2018-06-14,21,0,10,30.04230432797285,26.38387331108475,68.77627367957032,690.6539206561106,12.283412102177252,26
2018-06-15,14,0,5,34.91209041831751,10.58179492849306,84.31431134069956,1035.0847539633596,12.108283754053833,456
2018-06-16,33,9,16,29.92758784774068,49.78155547494417,62.19612497540254,1388.7244908523946,10.152811135029564,70
2018-06-17,110,3,42,28.366751260550373,49.05589539339679,57.707055859468014,1753.357557635973,12.460859586387656,175
2018-06-18,77,6,32,30.959757653588692,32.475446485372366,55.16284987723526,565.4913930695128,13.31217314309701,201
2018-06-19,125,1,49,26.97808418425577,40.22070298387367,61.91437593560845,854.9496972050133,10.630002192303216,247
2018-06-20,46,2,21,20.90213513901178,35.755008064185,81.20192348160174,1834.62348544307,12.377326935706384,117
2018-06-21,13,0,5,28.434452238168646,29.65791095197341,68.86505460781046,513.7483252757247,12.374442177785657,8
2018-06-22,106,4,36,34.3643792675807,2.6673998494448847,59.0992641477416,802.0986541908311,10.656739856225435,85
2018-06-23,29,0,12,22.629544135364895,22.738217127633053,56.64739998438997,1938.536263959449,10.493854294922944,22
2018-06-24,111,7,44,30.350073362309985,33.739315108370526,63.30917906041516,1420.1027697832567,13.92020777190594,454
2018-06-25,105,0,47,23.014005329885848,33.876580694184234,87.59697491542835,892.5070499562596,11.57487667861215,239
2018-06-26,80,0,28,28.03741526709622,18.65613092111918,63.721068503600975,600.4866415937714,10.909686914894117,72
2018-06-27,41,1,14,21.450146744700795,47.084599332901526,89.5249630381854,542.2870106708332,10.6852981778175,26
2018-06-28,119,1,43,26.755564043872777,8.36785161183905,69.40921823061424,867.1176194553909,12.67040685433294,471
2018-06-29,109,5,43,31.34244993342869,25.01797231077803,57.166556731606036,1822.2287293833658,12.437781189309115,348
2018-06-30,41,6,14,25.21357286358473,34.54419882754114,85.64560367174037,1123.8704814462642,12.574208491949669,80
2018-07-01,99,4,98,29.97367586730827,34.85679029459046,68.41421492539308,1580.5000537489896,10.352024110045809,83
2018-07-02,72,0,104,31.93174941184594,32.43194783844078,78.38685374018098,1877.4275530699367,13.574138333993748,198
2018-07-03,37,0,61,33.90766729219179,13.764410672593009,89.34846332836608,1112.060692404225,11.557065587236194,42
2018-07-04,53,2,54,23.519631227831802,7.810328434331098,52.00701401279896,786.9160565560956,11.253477625721432,487
2018-07-05,125,1,147,25.98973873713962,31.797016341335542,53.867782391502686,1275.6768962853794,11.849445788990957,262
2018-07-06,40,4,54,22.28624019995626,29.965105806971888,78.81826965851025,1862.1255305897816,11.560264262990513,91
2018-07-07,57,9,79,34.887252532375626,8.967800514462049,61.273000131818876,1706.5616212065509,13.454308012556584,338
2018-07-08,17,5,28,33.905014518864434,35.25695727852817,57.37205587800396,598.7447650447307,13.717043900791568,446
2018-07-09,70,6,143,28.099356954208396,22.75859958668282,51.57447519278918,1538.8592001163727,11.213812865798424,83
2018-07-10,19,3,36,32.63049941564632,33.38802958015765,50.87386847944807,1357.8462836884305,13.455743229839818,299
2018-07-11,83,6,138,27.814369659080633,41.868353988507536,80.97942412479163,1861.1947645196383,13.126092518132268,422
2018-07-12,84,7,157,29.353785320041396,8.486421428846159,55.377337094782,683.7221252754458,13.723230689379047,295
2018-07-13,53,0,45,21.33686648174025,0.9572433998418339,68.70882463884604,1301.0541698069849,10.983001248743552,134
2018-07-14,41,5,35,31.32905630745212,38.955129319789336,74.23587260717932,1819.1940402678385,12.307836600483917,453
2018-07-15,79,7,111,21.915702254528522,30.484871257630797,67.13407202275386,1115.0356801126145,11.098178338961779,280
2018-07-16,118,4,212,32.391014453787925,34.98197848110608,51.08426609344932,1222.9923765993008,13.296377961937496,488
2018-07-17,43,3,55,31.73042131505579,41.90774874943213,81.34006010351635,605.6910165004374,10.021296762284257,58
2018-07-18,137,1,168,30.631170466144646,40.14054674122502,50.42052898166614,917.2154606733662,12.259276651545584,396
2018-07-19,103,5,153,20.54240570787143,48.046007346441236,80.47559577509936,986.759973753421,11.356813725087672,358
2018-07-20,56,5,55,24.54692533917993,26.79675394260591,85.73217975152491,1917.6836731173305,11.290734828311281,487
2018-07-21,123,0,100,23.946688548662642,24.42478163299527,67.3135968422869,924.0010408117386,12.579625295459667,341
2018-07-22,102,8,118,25.402046112072785,20.094359994536504,71.42169892391193,1191.303102904478,13.405937797255977,240
2018-07-23,72,5,110,21.31464120145758,7.684552142210227,69.07933570470615,1506.9566353464197,12.436781565573305,464
2018-07-24,104,2,174,34.05436734546594,28.63036164410112,65.56834474493755,743.2750586118161,13.41269191458689,367
2018-07-25,97,3,131,28.307033610685643,13.85062621629894,85.49698141481441,1229.6635807128118,11.05838844752412,341
2018-07-26,50,3,96,24.582864659870353,46.06537561064877,85.75734042679963,1607.8085592138614,12.078007419059924,97
2018-07-27,16,2,21,25.95472275611425,29.15954021385488,63.43265458566138,1800.2828195405991,11.802146156268304,61
2018-07-28,51,9,46,26.708038107572534,29.642009025405507,74.60279016058792,1439.38891199364,10.046579598012386,263
2018-07-29,49,2,41,29.00891500040926,17.746233043850502,87.07630248583456,1503.5802729754218,12.22724857256296,112
2018-07-30,130,2,128,27.735191415447467,2.5994675988853744,88.48233995765406,689.4252088768535,12.6460972965847,428
2018-07-31,80,3,135,33.790879598216264,1.587188268649431,70.3583616168819,1918.6647458695206,12.36765761767628,145
2018-08-01,11,6,20,27.454452243587454,21.166757207659874,68.11299221137307,698.8611162267235,12.945119595133686,215
2018-08-02,48,3,78,34.88237022234969,4.228268904861893,61.14777263714103,1662.0094057726974,12.285358113812308,255
2018-08-03,105,8,121,32.77137436617644,30.342347777006957,88.35487492761641,897.2244826674782,10.267001019403027,315
2018-08-04,51,0,49,23.127657715360037,44.04865028198287,55.7125721789147,1900.3897155518773,10.465782096338845,315
2018-08-05,53,7,65,33.958928219658745,44.14574082593611,73.19318304190901,1579.9393090542194,12.38589831017581,361
2018-08-06,18,6,33,21.745495968282142,32.95227050661162,61.302010700745555,1630.7205694675536,11.09991676789456,257
2018-08-07,103,1,149,32.26174562736787,10.56159157364655,61.160331613911865,828.588759589825,10.318580516139063,193
2018-08-08,98,7,209,25.709349402148703,43.149841567943604,66.19874349504754,1164.5599649527412,11.718410973794187,346
2018-08-09,69,0,111,33.169614806676044,44.30467176566041,89.95171743262618,1426.7197918839297,12.217290392334622,13
2018-08-10,12,8,12,33.020850351611756,9.832679247647935,52.198652273592884,1654.9604273099014,11.314983953398427,303
2018-08-11,97,8,113,32.08888100176432,36.871304288533864,73.14167272814126,655.9390638685843,12.881734808903111,102
2018-08-12,83,1,139,31.85045654460592,14.325977446356147,53.30288632141109,1943.5479746817925,12.57508243240498,244
2018-08-13,72,6,128,24.57018708647061,40.13201561764648,56.18083319962076,1835.331005831834,11.331273444366687,244
2018-08-14,30,9,37,21.213789245768783,49.86189499518014,67.58251767091595,905.5228857433765,13.019490115634243,311
2018-08-15,70,2,131,26.04470268147742,1.5013002664696407,70.41840525385766,1734.140364548498,12.594780170132141,267
2018-08-16,69,6,86,22.60286772479763,44.86829328954659,60.351696334580964,1277.485884559735,12.549781514871608,223
2018-08-17,69,9,102,30.424266333536927,31.131526679932904,62.658285234976645,1192.7097223430278,12.213710803148272,219
2018-08-18,72,8,133,25.191495898066783,48.669130958241055,53.47868081023732,971.651158717108,10.045558672354211,310
2018-08-19,82,3,67,34.63415301289872,23.25047587632138,62.12879135377002,1371.4528799473887,12.786028733907557,411
2018-08-20,108,0,171,29.61458116017998,42.369396528568686,88.66233757522176,1594.8336765553966,11.504167164436627,365
2018-08-21,124,1,123,32.33720845451541,3.1197034299138613,87.78829526689927,1116.3993574441374,13.770438840634622,216
2018-08-22,61,0,60,21.987870091127725,16.763952503914787,63.3951316054794,1443.828789512438,13.271939084308821,3
2018-08-23,31,4,38,32.93021723408934,3.3508268875604985,72.83415745115046,1548.9693817329555,12.35077787812525,473
2018-08-24,91,4,101,33.84135785770091,48.76715667395353,86.38381564443777,1566.6827255229289,11.008727927277079,35
2018-08-25,123,6,200,27.305928782284038,40.84869536359184,50.247352905635864,577.9491471967704,10.814869573110666,177
2018-08-26,73,8,108,29.093794066264664,42.62737106229852,82.42734281350367,1789.6217085276003,11.361539350710196,386
2018-08-27,84,8,202,31.472147013544934,46.89826157169471,87.93478211155676,1187.379972147572,11.906271774320075,256
2018-08-28,52,2,50,22.622579408906187,4.255174305989268,53.653029373342285,893.6241225443216,11.184262040155788,16
2018-08-29,106,2,98,27.538491146951635,19.27987962566667,56.45790744131684,862.6467612195224,12.059717981569932,198
2018-08-30,47,2,59,25.979945416584698,3.551744452200106,88.42985211085421,1224.5211692659257,10.661481702052743,317
2018-08-31,82,3,130,22.195609882433736,10.53965507750143,71.50160574561386,1830.2473092034388,13.910851251301999,47
2018-09-01,86,7,70,25.51301633437297,11.468288851883617,50.567865378868945,1067.5213725239705,10.431698219859975,61
2018-09-02,63,5,57,21.022584640782405,23.455360552378934,60.30527995054116,1624.5886201753149,13.727776558617489,68
2018-09-03,28,7,54,20.387178604242305,13.428108372682129,67.99774697075438,645.2280964808278,13.65431204561078,146
2018-09-04,55,0,105,22.02749433732234,5.048905340888055,77.71635644099071,1214.0850532265927,12.101441927277993,358
2018-09-05,125,7,123,34.44672667383761,8.374554454705386,79.32641512547198,1987.5292105891035,12.899641087344337,365
2018-09-06,68,3,83,28.242943038425253,7.363778177604546,89.81686051701824,1655.6567041885055,11.744193191890352,161
